,category,cardatatype,target
5162,Female,Sedan,1
5163,Male,Sedan,1
5164,Male,SUV,1
5165,Female,Coupe,1
5166,Female,Coupe,0
5167,Male,Convertible,0
5168,Female,Sedan,0
5169,Female,Convertible,1
5170,Male,Hatchback,1
5171,Female,MUV,1
5172,Female,MUV,0
5173,Male,MUV,0
5174,Female,Hatchback,0
5175,Male,MUV,1
5176,Male,SUV,1
5177,Male,Sedan,1
5178,Female,Convertible,0
5179,Female,Hatchback,0
5180,Female,Coupe,0
5181,Male,MUV,0
5182,Male,SUV,1
5183,Male,SUV,0
5184,Female,Convertible,1
5185,Male,Coupe,1
5186,Male,Coupe,1
5187,Female,Sedan,0
5188,Male,Convertible,1
5189,Female,Hatchback,1
5190,Female,Hatchback,1
5191,Male,Sedan,1
5192,Female,Convertible,0
5193,Male,Coupe,1
5194,Female,Hatchback,1
5195,Female,Coupe,0
5196,Male,Hatchback,1
5197,Male,Hatchback,1
5198,Female,SUV,0
5199,Female,Hatchback,1
5200,Male,Convertible,0
5201,Female,MUV,1
5202,Male,MUV,0
5203,Male,MUV,1
5204,Female,SUV,1
5205,Male,Sedan,1
5206,Male,Sedan,0
5207,Female,MUV,1
5208,Female,Hatchback,1
5209,Male,Coupe,0
5210,Male,MUV,1
5211,Male,Coupe,1
5212,Male,Convertible,1
5213,Male,Sedan,1
5214,Male,MUV,0
5215,Male,Hatchback,1
5216,Female,Coupe,1
5217,Female,Sedan,1
5218,Female,SUV,0
5219,Male,Sedan,0
5220,Male,Hatchback,0
5221,Female,Sedan,1
5222,Male,Coupe,0
5223,Male,Sedan,1
5224,Female,MUV,0
5225,Male,Convertible,1
5226,Female,MUV,0
5227,Male,SUV,0
5228,Female,SUV,1
5229,Female,Sedan,1
5230,Male,Coupe,0
5231,Male,Sedan,0
5232,Male,MUV,1
5233,Female,SUV,0
5234,Female,Hatchback,0
5235,Male,Hatchback,1
5236,Male,Coupe,0
5237,Female,Sedan,0
5238,Male,MUV,0
5239,Male,MUV,1
5240,Female,Coupe,0
5241,Female,Hatchback,1
5242,Female,Sedan,0
5243,Male,Sedan,1
5244,Female,Coupe,1
5245,Male,Coupe,1
5246,Female,MUV,1
5247,Male,Sedan,1
5248,Female,Hatchback,0
5249,Female,SUV,1
5250,Female,Sedan,0
5251,Male,SUV,0
5252,Male,MUV,0
5253,Female,Hatchback,1
5254,Female,SUV,0
5255,Male,Sedan,0
5256,Female,Convertible,1
5257,Female,Coupe,0
5258,Male,Sedan,0
5259,Male,Convertible,0
5260,Male,SUV,1
5261,Male,SUV,1
5262,Male,Sedan,0
5263,Female,Coupe,0
5264,Male,Convertible,1
5265,Male,Coupe,1
5266,Female,Hatchback,0
5267,Male,SUV,0
5268,Female,SUV,0
5269,Female,Sedan,0
5270,Female,SUV,1
5271,Female,MUV,1
5272,Male,Hatchback,1
5273,Male,SUV,1
5274,Female,Convertible,1
5275,Male,Sedan,0
5276,Male,Coupe,0
5277,Female,SUV,1
5278,Female,Convertible,0
5279,Male,MUV,0
5280,Female,MUV,1
5281,Male,Coupe,0
5282,Male,Sedan,1
5283,Male,Convertible,0
5284,Female,SUV,1
5285,Female,Coupe,1
5286,Male,Sedan,1
5287,Female,Sedan,0
5288,Male,SUV,0
5289,Female,MUV,1
5290,Female,MUV,0
5291,Male,SUV,0
5292,Male,SUV,1
5293,Female,Hatchback,0
5294,Female,Coupe,1
5295,Male,Convertible,0
5296,Male,Sedan,1
5297,Male,SUV,1
5298,Male,Coupe,1
5299,Male,SUV,0
5300,Female,Hatchback,1
5301,Male,Hatchback,1
5302,Female,Coupe,0
5303,Female,Coupe,0
5304,Female,Coupe,1
5305,Male,Convertible,0
5306,Female,Sedan,1
5307,Female,Coupe,1
5308,Female,Sedan,0
5309,Male,Coupe,0
5310,Male,Coupe,1
5311,Male,Hatchback,0
5312,Female,Coupe,0
5313,Female,Sedan,1
5314,Female,Convertible,0
5315,Male,SUV,0
5316,Female,Coupe,0
5317,Male,Coupe,0
5318,Female,SUV,0
5319,Female,Convertible,1
5320,Female,MUV,0
5321,Male,Hatchback,1
5322,Female,SUV,0
5323,Male,Hatchback,1
5324,Male,Convertible,1
5325,Male,SUV,1
5326,Female,SUV,0
5327,Male,Sedan,0
5328,Male,Convertible,1
5329,Male,Coupe,1
5330,Male,Convertible,0
5331,Female,Hatchback,1
5332,Female,Sedan,0
5333,Female,Convertible,0
5334,Male,Sedan,0
5335,Male,Convertible,0
5336,Female,Coupe,1
5337,Male,MUV,0
5338,Male,MUV,0
5339,Male,Hatchback,0
5340,Female,Coupe,0
5341,Female,SUV,1
5342,Male,Coupe,1
5343,Female,MUV,0
5344,Male,Sedan,0
5345,Female,MUV,0
5346,Male,Convertible,0
5347,Female,MUV,1
5348,Male,Coupe,0
5349,Female,Convertible,1
5350,Male,MUV,0
5351,Female,SUV,0
5352,Female,Convertible,1
5353,Female,Convertible,0
5354,Female,SUV,0
5355,Male,SUV,1
5356,Female,SUV,0
5357,Female,Sedan,0
5358,Female,MUV,1
5359,Male,MUV,0
5360,Male,MUV,1
5361,Female,Coupe,0
5362,Male,Convertible,1
5363,Female,SUV,0
5364,Female,Coupe,1
5365,Male,Coupe,0
5366,Male,SUV,1
5367,Male,MUV,1
5368,Male,Sedan,0
5369,Male,Convertible,1
5370,Male,Coupe,1
5371,Male,MUV,0
5372,Male,Convertible,1
5373,Male,MUV,1
5374,Female,Hatchback,1
5375,Male,Hatchback,1
5376,Male,Sedan,1
5377,Female,Convertible,1
5378,Female,Convertible,0
5379,Female,SUV,0
5380,Male,Hatchback,1
5381,Female,Convertible,0
5382,Female,MUV,0
5383,Male,Convertible,1
5384,Male,Coupe,1
5385,Female,Sedan,1
5386,Female,Convertible,0
5387,Female,Convertible,1
5388,Male,MUV,1
5389,Male,MUV,1
5390,Male,Convertible,0
5391,Male,Hatchback,0
5392,Female,MUV,0
5393,Female,Hatchback,1
5394,Male,Hatchback,1
5395,Female,Convertible,0
5396,Female,MUV,0
5397,Male,Coupe,1
5398,Male,SUV,1
5399,Female,Hatchback,1
5400,Female,Coupe,0
5401,Female,Convertible,1
5402,Female,MUV,0
5403,Male,Sedan,0
5404,Male,Sedan,1
5405,Male,Hatchback,1
5406,Female,Hatchback,1
5407,Male,Sedan,0
5408,Female,MUV,1
5409,Male,Coupe,0
5410,Female,SUV,0
5411,Male,Coupe,1
5412,Male,Coupe,0
5413,Male,SUV,0
5414,Male,Convertible,1
5415,Male,Coupe,1
5416,Male,Sedan,0
5417,Male,SUV,0
5418,Male,SUV,1
5419,Female,Convertible,1
5420,Male,Convertible,0
5421,Female,Hatchback,1
5422,Female,Coupe,1
5423,Female,Hatchback,0
5424,Male,MUV,1
5425,Male,Convertible,0
5426,Male,Coupe,0
5427,Male,Coupe,1
5428,Male,Sedan,1
5429,Female,Convertible,0
5430,Female,Convertible,1
5431,Female,SUV,1
5432,Male,MUV,0
5433,Male,Convertible,0
5434,Male,MUV,0
5435,Female,Convertible,1
5436,Male,MUV,1
5437,Male,Coupe,1
5438,Female,Hatchback,0
5439,Male,SUV,0
5440,Female,Hatchback,0
5441,Male,MUV,0
5442,Male,Coupe,1
5443,Female,Convertible,1
5444,Male,Hatchback,0
5445,Female,Sedan,1
5446,Male,Sedan,0
5447,Female,Coupe,0
5448,Male,Sedan,1
5449,Female,Coupe,1
5450,Female,Sedan,1
5451,Male,SUV,0
5452,Male,Convertible,0
5453,Female,Sedan,1
5454,Male,Hatchback,0
5455,Male,Coupe,0
5456,Female,Convertible,1
5457,Male,SUV,1
5458,Female,Coupe,0
5459,Male,Hatchback,1
5460,Male,Hatchback,1
5461,Male,Coupe,0
5462,Male,Hatchback,0
5463,Male,MUV,0
5464,Male,SUV,1
5465,Female,Coupe,0
5466,Female,MUV,1
5467,Male,Coupe,1
5468,Male,Sedan,1
5469,Female,SUV,1
5470,Female,Hatchback,1
5471,Female,Convertible,1
5472,Male,Coupe,1
5473,Male,SUV,1
5474,Female,SUV,0
5475,Male,MUV,0
5476,Female,Sedan,0
5477,Female,Sedan,0
5478,Male,Convertible,0
5479,Female,SUV,0
5480,Female,Convertible,1
5481,Female,SUV,1
5482,Male,SUV,0
5483,Female,MUV,1
5484,Female,Sedan,0
5485,Female,SUV,0
5486,Female,MUV,1
5487,Male,SUV,1
5488,Male,MUV,1
5489,Male,MUV,1
5490,Male,SUV,0
5491,Male,SUV,0
5492,Male,Coupe,0
5493,Female,Hatchback,1
5494,Female,Convertible,0
5495,Male,Coupe,0
5496,Male,Coupe,0
5497,Female,Hatchback,1
5498,Male,Hatchback,0
5499,Female,Hatchback,0
5500,Female,SUV,1
5501,Female,Hatchback,0
5502,Male,MUV,0
5503,Female,Coupe,1
5504,Male,Convertible,0
5505,Female,Hatchback,1
5506,Female,SUV,0
5507,Female,Sedan,0
5508,Female,SUV,1
5509,Male,Hatchback,1
5510,Female,Hatchback,1
5511,Female,Coupe,1
5512,Female,SUV,1
5513,Female,Hatchback,1
5514,Male,MUV,0
5515,Male,Sedan,1
5516,Female,Coupe,1
5517,Female,Convertible,1
5518,Female,MUV,1
5519,Male,Sedan,0
5520,Female,Coupe,1
5521,Female,MUV,1
5522,Male,Coupe,0
5523,Female,Convertible,0
5524,Female,MUV,0
5525,Female,Hatchback,1
5526,Male,Coupe,0
5527,Male,Coupe,0
5528,Male,MUV,1
5529,Male,Convertible,0
5530,Female,Convertible,0
5531,Male,MUV,1
5532,Male,Convertible,0
5533,Female,Hatchback,1
5534,Female,Hatchback,1
5535,Male,Convertible,0
5536,Male,Convertible,1
5537,Male,Hatchback,1
5538,Male,MUV,0
5539,Male,Convertible,0
5540,Male,SUV,0
5541,Female,Convertible,1
5542,Female,Hatchback,0
5543,Female,SUV,0
5544,Male,SUV,1
5545,Female,MUV,0
5546,Male,Sedan,0
5547,Female,Convertible,0
5548,Female,MUV,0
5549,Male,MUV,1
5550,Female,MUV,0
5551,Male,Sedan,1
5552,Female,Sedan,1
5553,Male,Coupe,0
5554,Male,Convertible,1
5555,Male,Convertible,0
5556,Male,Coupe,1
5557,Female,Sedan,1
5558,Female,Coupe,1
5559,Female,Coupe,1
5560,Male,Hatchback,0
5561,Female,MUV,0
5562,Female,Hatchback,0
5563,Female,Coupe,0
5564,Male,Convertible,0
5565,Female,SUV,1
5566,Female,MUV,1
5567,Male,Sedan,1
5568,Female,Hatchback,1
5569,Female,Sedan,0
5570,Male,Sedan,0
5571,Female,Convertible,0
5572,Female,Sedan,1
5573,Male,Hatchback,0
5574,Male,MUV,0
5575,Female,Coupe,1
5576,Male,MUV,1
5577,Male,MUV,0
5578,Male,Sedan,0
5579,Male,Convertible,1
5580,Female,Coupe,1
5581,Female,SUV,0
5582,Female,MUV,1
5583,Male,Coupe,0
5584,Female,SUV,0
5585,Female,SUV,1
5586,Male,Hatchback,1
5587,Male,MUV,0
5588,Male,SUV,0
5589,Male,SUV,1
5590,Male,Coupe,1
5591,Male,Coupe,0
5592,Male,Sedan,1
5593,Male,Sedan,1
5594,Male,Sedan,1
5595,Female,Hatchback,1
5596,Female,MUV,0
5597,Female,Sedan,1
5598,Female,Coupe,1
5599,Male,Coupe,1
5600,Male,SUV,0
5601,Male,MUV,1
5602,Female,Hatchback,1
5603,Female,Hatchback,1
5604,Female,Coupe,1
5605,Female,Sedan,1
5606,Female,MUV,1
5607,Female,Convertible,1
5608,Male,Hatchback,0
5609,Female,SUV,1
5610,Female,MUV,0
5611,Female,Sedan,0
5612,Female,Convertible,1
5613,Male,Coupe,0
5614,Female,Sedan,0
5615,Female,Coupe,0
5616,Female,Sedan,1
5617,Female,Sedan,0
5618,Male,Hatchback,0
5619,Male,SUV,0
5620,Female,Convertible,1
5621,Female,Hatchback,0
5622,Female,Coupe,1
5623,Female,Convertible,0
5624,Female,Sedan,1
5625,Male,Hatchback,0
5626,Male,Coupe,1
5627,Female,SUV,0
5628,Female,Hatchback,1
5629,Female,Coupe,1
5630,Female,Sedan,0
5631,Female,Sedan,1
5632,Female,Convertible,1
5633,Female,Hatchback,0
5634,Male,MUV,1
5635,Male,Hatchback,0
5636,Female,MUV,0
5637,Male,SUV,1
5638,Female,MUV,1
5639,Female,MUV,1
5640,Female,SUV,0
5641,Male,SUV,0
5642,Male,SUV,0
5643,Male,SUV,1
5644,Female,Sedan,1
5645,Male,Convertible,1
5646,Male,SUV,1
5647,Female,SUV,0
5648,Female,Hatchback,1
5649,Female,Convertible,0
5650,Female,Sedan,0
5651,Female,MUV,1
5652,Male,MUV,0
5653,Male,Sedan,1
5654,Female,Coupe,0
5655,Female,Convertible,0
5656,Male,MUV,1
5657,Female,Sedan,1
5658,Female,Convertible,1
5659,Female,SUV,1
5660,Male,SUV,1
5661,Female,MUV,0
5662,Male,SUV,1
5663,Male,Convertible,1
5664,Female,SUV,1
5665,Male,Hatchback,1
5666,Male,MUV,0
5667,Male,Coupe,0
5668,Female,Coupe,1
5669,Female,Hatchback,1
5670,Female,MUV,0
5671,Male,Coupe,0
5672,Male,Coupe,1
5673,Female,Convertible,1
5674,Female,Sedan,1
5675,Male,Convertible,1
5676,Male,Convertible,0
5677,Female,SUV,1
5678,Male,MUV,0
5679,Male,SUV,1
5680,Female,SUV,1
5681,Female,Sedan,1
5682,Female,Sedan,1
5683,Female,MUV,0
5684,Male,MUV,0
5685,Male,Convertible,1
5686,Male,Sedan,1
5687,Male,Sedan,0
5688,Female,SUV,0
5689,Female,SUV,1
5690,Male,MUV,1
5691,Male,Sedan,0
5692,Female,Convertible,1
5693,Female,Coupe,1
5694,Male,MUV,1
5695,Female,MUV,0
5696,Female,Hatchback,1
5697,Male,Convertible,1
5698,Male,SUV,0
5699,Female,Convertible,1
5700,Male,Coupe,1
5701,Male,SUV,0
5702,Female,Coupe,0
5703,Male,Hatchback,1
5704,Female,MUV,0
5705,Male,Sedan,1
5706,Female,Coupe,0
5707,Male,Convertible,0
5708,Male,Coupe,1
5709,Male,Hatchback,1
5710,Female,SUV,1
5711,Female,Convertible,0
5712,Female,Sedan,0
5713,Female,Convertible,0
5714,Female,Convertible,1
5715,Female,MUV,0
5716,Female,MUV,0
5717,Female,MUV,1
5718,Female,Sedan,1
5719,Male,MUV,1
5720,Female,Sedan,1
5721,Male,MUV,0
5722,Female,Sedan,1
5723,Female,MUV,0
5724,Female,Convertible,1
5725,Male,Sedan,0
5726,Male,MUV,1
5727,Male,Hatchback,1
5728,Female,Sedan,1
5729,Male,SUV,1
5730,Male,Coupe,0
5731,Female,Coupe,0
5732,Female,Coupe,1
5733,Male,SUV,0
5734,Female,SUV,1
5735,Male,Sedan,0
5736,Female,MUV,0
5737,Male,Sedan,0
5738,Female,SUV,0
5739,Male,Hatchback,1
5740,Female,Sedan,0
5741,Female,Hatchback,1
5742,Female,Convertible,1
5743,Female,Sedan,0
5744,Female,Coupe,0
5745,Male,MUV,1
5746,Female,Convertible,0
5747,Female,Hatchback,0
5748,Female,Coupe,1
5749,Female,Coupe,1
5750,Female,Hatchback,0
5751,Male,Sedan,1
5752,Male,Sedan,1
5753,Female,Coupe,1
5754,Female,SUV,1
5755,Female,SUV,0
5756,Female,MUV,0
5757,Male,Sedan,1
5758,Male,Sedan,0
5759,Female,Coupe,0
5760,Male,Sedan,1
5761,Male,Coupe,1
5762,Male,Convertible,1
5763,Female,Convertible,0
5764,Female,Coupe,0
5765,Male,Sedan,0
5766,Female,Coupe,0
5767,Male,Sedan,1
5768,Female,MUV,0
5769,Female,Hatchback,1
5770,Male,Convertible,0
5771,Female,Coupe,1
5772,Male,Hatchback,0
5773,Male,Sedan,0
5774,Male,SUV,0
5775,Male,Hatchback,0
5776,Male,MUV,1
5777,Male,Sedan,1
5778,Male,Coupe,1
5779,Female,Coupe,1
5780,Male,Convertible,1
5781,Male,MUV,1
5782,Male,SUV,1
5783,Male,Hatchback,0
5784,Male,MUV,1
5785,Female,Sedan,0
5786,Male,MUV,1
5787,Male,Convertible,0
5788,Male,Hatchback,1
5789,Female,Convertible,1
5790,Male,Hatchback,0
5791,Male,Convertible,1
5792,Female,Coupe,1
5793,Female,Hatchback,1
5794,Female,Sedan,1
5795,Male,SUV,1
5796,Female,Convertible,1
5797,Female,SUV,1
5798,Female,Coupe,0
5799,Male,MUV,1
5800,Male,Convertible,1
5801,Male,MUV,1
5802,Male,SUV,0
5803,Male,Convertible,1
5804,Male,Hatchback,0
5805,Male,SUV,1
5806,Male,SUV,1
5807,Male,SUV,0
5808,Male,Convertible,1
5809,Female,Convertible,0
5810,Female,Hatchback,0
5811,Male,MUV,1
5812,Female,Sedan,1
5813,Female,Hatchback,1
5814,Female,Coupe,0
5815,Male,Sedan,0
5816,Female,MUV,0
5817,Male,Sedan,1
5818,Male,Sedan,0
5819,Male,SUV,1
5820,Female,MUV,0
5821,Male,Convertible,0
5822,Male,MUV,1
5823,Female,SUV,1
5824,Female,MUV,0
5825,Male,SUV,0
5826,Male,Sedan,1
5827,Female,SUV,0
5828,Female,SUV,1
5829,Male,SUV,1
5830,Male,Coupe,0
5831,Female,Sedan,1
5832,Male,MUV,1
5833,Female,Sedan,0
5834,Female,Coupe,1
5835,Female,MUV,0
5836,Female,SUV,1
5837,Male,Coupe,0
5838,Male,Convertible,1
5839,Male,Convertible,1
5840,Male,Coupe,1
5841,Male,SUV,0
5842,Male,SUV,0
5843,Female,Sedan,1
5844,Female,SUV,1
5845,Male,MUV,1
5846,Male,Hatchback,0
5847,Female,SUV,1
5848,Male,MUV,1
5849,Male,Sedan,1
5850,Male,Sedan,1
5851,Male,Hatchback,1
5852,Female,Convertible,0
5853,Female,SUV,0
5854,Male,Convertible,0
5855,Female,SUV,0
5856,Female,Hatchback,1
5857,Female,SUV,0
5858,Male,Sedan,1
5859,Female,Sedan,1
5860,Male,Convertible,1
5861,Male,MUV,1
5862,Female,Coupe,0
5863,Female,Coupe,1
5864,Male,SUV,1
5865,Female,SUV,1
5866,Male,Sedan,1
5867,Male,Sedan,0
5868,Female,Coupe,0
5869,Male,Coupe,1
5870,Male,SUV,1
5871,Female,Coupe,1
5872,Female,MUV,0
5873,Female,SUV,1
5874,Male,Coupe,1
5875,Female,Hatchback,0
5876,Female,MUV,0
5877,Male,Convertible,1
5878,Male,Sedan,0
5879,Female,SUV,1
5880,Female,Sedan,1
5881,Female,Hatchback,1
5882,Male,MUV,1
5883,Male,MUV,1
5884,Female,Hatchback,0
5885,Female,Hatchback,0
5886,Female,SUV,1
5887,Female,Coupe,1
5888,Female,Convertible,1
5889,Female,MUV,1
5890,Female,Coupe,0
5891,Female,Coupe,1
5892,Female,SUV,0
5893,Female,MUV,0
5894,Male,Coupe,0
5895,Female,MUV,0
5896,Female,Sedan,1
5897,Female,Convertible,0
5898,Female,Sedan,0
5899,Male,Sedan,0
5900,Male,MUV,0
5901,Female,Convertible,0
5902,Male,Coupe,0
5903,Male,SUV,1
5904,Female,Coupe,0
5905,Male,Convertible,0
5906,Female,SUV,0
5907,Female,Sedan,1
5908,Female,Hatchback,1
5909,Female,MUV,1
5910,Male,SUV,0
5911,Male,Coupe,1
5912,Female,Sedan,1
5913,Female,Coupe,1
5914,Female,Convertible,0
5915,Female,Convertible,1
5916,Female,Coupe,1
5917,Male,Convertible,0
5918,Female,Convertible,1
5919,Male,Sedan,1
5920,Female,Sedan,0
5921,Male,Hatchback,1
5922,Male,Convertible,0
5923,Male,MUV,0
5924,Female,Coupe,1
5925,Female,MUV,1
5926,Male,Coupe,1
5927,Male,Coupe,0
5928,Female,Sedan,1
5929,Female,Coupe,1
5930,Female,SUV,0
5931,Female,Hatchback,0
5932,Male,Hatchback,0
5933,Female,Hatchback,1
5934,Female,Coupe,0
5935,Male,MUV,1
5936,Male,Convertible,0
5937,Male,Coupe,0
5938,Female,Coupe,0
5939,Female,MUV,1
5940,Female,SUV,1
5941,Male,MUV,0
5942,Female,Coupe,1
5943,Female,Coupe,1
5944,Female,Hatchback,0
5945,Male,SUV,0
5946,Male,SUV,1
5947,Male,Convertible,0
5948,Female,SUV,0
5949,Female,SUV,1
5950,Female,Convertible,1
5951,Male,SUV,1
5952,Female,SUV,0
5953,Male,Coupe,1
5954,Male,SUV,1
5955,Female,Convertible,1
5956,Male,Hatchback,1
5957,Male,SUV,1
5958,Male,Convertible,0
5959,Male,Coupe,1
5960,Male,MUV,0
5961,Male,SUV,0
5962,Female,Sedan,0
5963,Male,Sedan,1
5964,Male,SUV,1
5965,Female,Convertible,0
5966,Female,Coupe,0
5967,Male,Coupe,0
5968,Female,Coupe,0
5969,Female,SUV,1
5970,Male,Sedan,1
5971,Male,SUV,0
5972,Male,Hatchback,1
5973,Male,SUV,0
5974,Male,SUV,1
5975,Male,MUV,1
5976,Male,Hatchback,1
5977,Male,Hatchback,0
5978,Male,MUV,1
5979,Female,Coupe,0
5980,Male,MUV,1
5981,Male,SUV,1
5982,Male,Sedan,1
5983,Female,SUV,0
5984,Female,MUV,0
5985,Male,Coupe,1
5986,Male,Convertible,1
5987,Male,MUV,1
5988,Male,Sedan,1
5989,Female,Sedan,1
5990,Male,Hatchback,0
5991,Female,SUV,1
5992,Female,Hatchback,1
5993,Male,Coupe,0
5994,Male,Hatchback,1
5995,Female,Hatchback,0
5996,Female,Hatchback,0
5997,Male,Hatchback,1
5998,Male,Coupe,1
5999,Female,Hatchback,0
6000,Male,Convertible,1
6001,Female,Hatchback,1
6002,Male,Convertible,0
6003,Male,Coupe,0
6004,Male,Coupe,1
6005,Male,Convertible,1
6006,Male,MUV,0
6007,Female,Sedan,0
6008,Male,SUV,0
6009,Male,Coupe,1
6010,Male,SUV,1
6011,Male,Hatchback,1
6012,Male,Coupe,0
6013,Female,Sedan,1
6014,Female,Convertible,1
6015,Female,SUV,0
6016,Male,Sedan,0
6017,Male,Coupe,1
6018,Female,SUV,1
6019,Female,Convertible,1
6020,Female,Hatchback,1
6021,Male,Coupe,0
6022,Male,SUV,1
6023,Female,Coupe,1
6024,Male,Convertible,1
6025,Female,Coupe,0
6026,Male,MUV,1
6027,Female,Hatchback,1
6028,Male,MUV,0
6029,Female,Coupe,1
6030,Male,MUV,0
6031,Female,SUV,1
6032,Male,Coupe,1
6033,Female,Sedan,0
6034,Female,Coupe,1
6035,Female,Sedan,0
6036,Female,SUV,1
6037,Female,SUV,0
6038,Female,Sedan,0
6039,Female,Hatchback,1
6040,Male,Hatchback,1
6041,Male,Sedan,0
6042,Male,MUV,1
6043,Male,Convertible,0
6044,Male,Sedan,0
6045,Male,Convertible,0
6046,Male,Convertible,0
6047,Male,Sedan,1
6048,Male,Coupe,0
6049,Female,SUV,1
6050,Female,Hatchback,0
6051,Male,Sedan,0
6052,Male,MUV,0
6053,Female,SUV,0
6054,Male,Convertible,0
6055,Female,Convertible,0
6056,Male,Sedan,1
6057,Female,MUV,1
6058,Female,Coupe,1
6059,Female,SUV,1
6060,Female,Hatchback,0
6061,Male,Coupe,0
6062,Female,Coupe,1
6063,Male,SUV,1
6064,Female,Hatchback,0
6065,Female,Sedan,1
6066,Female,MUV,1
6067,Female,Hatchback,0
6068,Male,MUV,0
6069,Female,Hatchback,0
6070,Male,MUV,0
6071,Female,Coupe,0
6072,Female,SUV,1
6073,Male,Coupe,1
6074,Male,SUV,0
6075,Female,Convertible,0
6076,Female,SUV,1
6077,Male,SUV,0
6078,Female,Hatchback,0
6079,Female,SUV,1
6080,Male,MUV,1
6081,Female,Sedan,0
6082,Male,MUV,1
6083,Male,MUV,0
6084,Male,Convertible,0
6085,Male,SUV,1
6086,Female,Sedan,1
6087,Male,Sedan,1
6088,Male,Convertible,1
6089,Male,Hatchback,0
6090,Female,Hatchback,1
6091,Male,Convertible,0
6092,Male,Sedan,1
6093,Male,Hatchback,1
6094,Male,MUV,0
6095,Male,MUV,0
6096,Female,MUV,0
6097,Male,Convertible,1
6098,Female,MUV,1
6099,Male,Hatchback,1
6100,Female,MUV,1
6101,Male,SUV,1
6102,Female,Coupe,0
6103,Female,Hatchback,0
6104,Female,SUV,0
6105,Female,MUV,0
6106,Male,Convertible,1
6107,Female,Hatchback,0
6108,Female,Coupe,0
6109,Male,Hatchback,0
6110,Male,Coupe,1
6111,Female,Convertible,1
6112,Female,MUV,1
6113,Male,Sedan,1
6114,Female,Coupe,0
6115,Male,SUV,0
6116,Female,SUV,1
6117,Female,Coupe,0
6118,Female,MUV,0
6119,Female,Sedan,1
6120,Female,MUV,1
6121,Male,MUV,1
6122,Female,SUV,0
6123,Male,SUV,1
6124,Male,Hatchback,1
6125,Female,Convertible,0
6126,Female,SUV,0
6127,Male,Hatchback,1
6128,Male,Hatchback,1
6129,Male,Sedan,0
6130,Male,Coupe,0
6131,Female,SUV,1
6132,Female,MUV,1
6133,Female,Coupe,0
6134,Female,Hatchback,0
6135,Male,Coupe,0
6136,Male,Sedan,0
6137,Male,Sedan,0
6138,Male,Sedan,1
6139,Male,Coupe,0
6140,Female,Hatchback,1
6141,Female,Coupe,0
6142,Male,Coupe,1
6143,Female,Coupe,0
6144,Male,Coupe,0
6145,Male,Sedan,1
6146,Female,MUV,1
6147,Female,Convertible,0
6148,Male,Hatchback,0
6149,Female,MUV,1
6150,Female,MUV,1
6151,Female,Sedan,1
6152,Female,Convertible,0
6153,Male,Convertible,1
6154,Female,Convertible,1
6155,Female,MUV,1
6156,Male,SUV,0
6157,Female,Coupe,0
6158,Female,Hatchback,1
6159,Male,Sedan,0
6160,Female,Coupe,0
6161,Female,MUV,0
6162,Female,Hatchback,1
6163,Female,Convertible,1
6164,Female,Coupe,0
6165,Male,SUV,1
6166,Male,Convertible,0
6167,Male,Coupe,1
6168,Male,Convertible,1
6169,Female,MUV,1
6170,Female,Sedan,1
6171,Female,Convertible,1
6172,Female,SUV,0
6173,Female,Coupe,1
6174,Female,SUV,1
6175,Male,Convertible,0
6176,Male,Convertible,0
6177,Female,Convertible,1
6178,Female,MUV,1
6179,Male,MUV,0
6180,Male,SUV,1
6181,Male,MUV,1
6182,Female,Sedan,1
6183,Male,Hatchback,0
6184,Female,Sedan,1
6185,Female,MUV,0
6186,Male,Hatchback,0
6187,Male,MUV,1
6188,Female,MUV,1
6189,Female,SUV,1
6190,Male,MUV,0
6191,Female,MUV,1
6192,Female,Hatchback,1
6193,Male,Hatchback,0
6194,Female,Hatchback,1
6195,Female,Sedan,1
6196,Male,Convertible,0
6197,Female,SUV,0
6198,Female,Hatchback,1
6199,Male,MUV,0
6200,Male,Convertible,0
6201,Male,Hatchback,1
6202,Male,Convertible,1
6203,Male,Convertible,1
6204,Female,Hatchback,0
6205,Male,Coupe,0
6206,Male,Hatchback,0
6207,Female,Coupe,1
6208,Female,Coupe,0
6209,Female,Hatchback,1
6210,Female,Convertible,0
6211,Female,SUV,0
6212,Male,SUV,1
6213,Male,Convertible,0
6214,Male,Coupe,1
6215,Male,MUV,1
6216,Female,SUV,1
6217,Female,Convertible,0
6218,Female,MUV,1
6219,Female,Hatchback,1
6220,Male,Convertible,1
6221,Male,Convertible,0
6222,Female,MUV,1
6223,Male,Hatchback,1
6224,Female,SUV,1
6225,Female,Coupe,1
6226,Female,Hatchback,1
6227,Female,MUV,1
6228,Male,Hatchback,0
6229,Female,MUV,0
6230,Female,Coupe,0
6231,Male,Coupe,1
6232,Female,Convertible,1
6233,Female,Coupe,0
6234,Female,MUV,0
6235,Female,SUV,0
6236,Male,Hatchback,0
6237,Female,Sedan,0
6238,Male,Coupe,1
6239,Female,Hatchback,0
6240,Female,Convertible,1
6241,Male,Convertible,1
6242,Male,SUV,0
6243,Female,Hatchback,1
6244,Male,MUV,0
6245,Male,Coupe,1
6246,Male,Coupe,1
6247,Female,SUV,0
6248,Female,Coupe,1
6249,Male,Hatchback,1
6250,Female,Convertible,1
6251,Male,Hatchback,0
6252,Female,Convertible,0
6253,Male,Hatchback,1
