,category,target
3622,Female,0
3623,Female,0
3624,Female,1
3625,Female,1
3626,Female,0
3627,Male,0
3628,Female,1
3629,Male,1
3630,Male,0
3631,Male,0
3632,Female,1
3633,Female,1
3634,Female,1
3635,Male,0
3636,Female,1
3637,Male,0
3638,Female,1
3639,Female,1
3640,Male,0
3641,Male,0
3642,Male,0
3643,Female,0
3644,Female,0
3645,Male,0
3646,Female,1
3647,Male,0
3648,Female,0
3649,Male,1
3650,Male,0
3651,Female,1
3652,Male,1
3653,Female,1
3654,Female,1
3655,Male,1
3656,Male,1
3657,Female,1
3658,Male,1
3659,Female,1
3660,Female,1
3661,Male,0
3662,Male,0
3663,Male,1
3664,Female,1
3665,Male,0
3666,Male,0
3667,Female,1
3668,Female,0
3669,Male,0
3670,Male,0
3671,Female,0
3672,Male,1
3673,Male,1
3674,Male,1
3675,Male,1
3676,Female,1
3677,Male,0
3678,Female,0
3679,Male,0
3680,Female,1
3681,Female,0
3682,Female,1
3683,Male,0
3684,Female,0
3685,Female,0
3686,Female,1
3687,Female,1
3688,Male,1
3689,Male,1
3690,Female,0
3691,Female,1
3692,Female,1
3693,Male,1
3694,Female,1
3695,Male,1
3696,Male,0
3697,Male,1
3698,Female,1
3699,Male,1
3700,Female,0
3701,Male,0
3702,Male,1
3703,Male,0
3704,Male,1
3705,Male,0
3706,Female,0
3707,Female,1
3708,Female,1
3709,Female,0
3710,Female,1
3711,Female,0
3712,Female,1
3713,Male,0
3714,Male,0
3715,Male,0
3716,Female,1
3717,Male,1
3718,Female,0
3719,Female,1
3720,Female,1
3721,Female,0
3722,Female,0
3723,Male,0
3724,Female,0
3725,Female,1
3726,Male,1
3727,Male,1
3728,Female,1
3729,Female,0
3730,Male,0
3731,Male,0
3732,Male,1
3733,Male,1
3734,Male,0
3735,Male,1
3736,Male,0
3737,Female,0
3738,Male,1
3739,Female,1
3740,Male,1
3741,Male,1
3742,Male,1
3743,Female,0
3744,Female,0
3745,Male,0
3746,Female,1
3747,Male,0
3748,Male,1
3749,Female,1
3750,Female,0
3751,Male,1
3752,Male,0
3753,Male,1
3754,Male,0
3755,Male,0
3756,Male,0
3757,Female,0
3758,Female,1
3759,Female,1
3760,Female,1
3761,Male,1
3762,Male,0
3763,Female,0
3764,Male,1
3765,Male,0
3766,Female,1
3767,Female,1
3768,Male,0
3769,Male,1
3770,Male,1
3771,Male,0
3772,Female,1
3773,Female,0
3774,Male,1
3775,Male,0
3776,Female,1
3777,Male,1
3778,Female,1
3779,Female,1
3780,Male,1
3781,Male,1
3782,Female,0
3783,Male,0
3784,Male,1
3785,Male,1
3786,Male,1
3787,Female,0
3788,Male,1
3789,Male,1
3790,Female,0
3791,Male,1
3792,Female,0
3793,Female,1
3794,Female,0
3795,Female,0
3796,Female,1
3797,Male,1
3798,Male,0
3799,Male,0
3800,Male,0
3801,Male,0
3802,Female,1
3803,Male,0
3804,Male,0
3805,Female,0
3806,Male,1
3807,Male,0
3808,Female,0
3809,Male,1
3810,Male,0
3811,Female,0
3812,Female,1
3813,Male,1
3814,Male,1
3815,Male,0
3816,Male,1
3817,Female,1
3818,Female,1
3819,Female,0
3820,Female,0
3821,Male,1
3822,Male,0
3823,Male,0
3824,Male,1
3825,Female,1
3826,Female,1
3827,Female,1
3828,Male,1
3829,Male,1
3830,Female,1
3831,Female,1
3832,Female,1
3833,Male,1
3834,Male,1
3835,Female,0
3836,Female,1
3837,Female,0
3838,Male,0
3839,Female,1
3840,Female,1
3841,Female,0
3842,Male,1
3843,Male,1
3844,Female,0
3845,Female,1
3846,Male,0
3847,Male,0
3848,Female,1
3849,Female,1
3850,Female,0
3851,Female,1
3852,Female,1
3853,Female,1
3854,Female,0
3855,Female,1
3856,Female,1
3857,Male,1
3858,Female,0
3859,Female,0
3860,Male,1
3861,Male,1
3862,Female,0
3863,Male,0
3864,Female,1
3865,Male,0
3866,Female,0
3867,Female,0
3868,Male,0
3869,Male,1
3870,Male,1
3871,Female,1
3872,Male,0
3873,Female,0
3874,Female,1
3875,Male,0
3876,Male,0
3877,Male,1
3878,Female,0
3879,Female,1
3880,Female,1
3881,Female,1
3882,Male,1
3883,Female,0
3884,Female,0
3885,Female,1
3886,Male,0
3887,Male,0
3888,Male,1
3889,Male,0
3890,Male,1
3891,Male,1
3892,Male,0
3893,Female,1
3894,Male,1
3895,Female,1
3896,Male,0
3897,Female,1
3898,Male,1
3899,Male,1
3900,Female,1
3901,Female,1
3902,Male,1
3903,Female,1
3904,Female,1
3905,Male,0
3906,Male,0
3907,Male,0
3908,Female,0
3909,Female,0
3910,Female,0
3911,Female,0
3912,Male,0
3913,Male,0
3914,Male,1
3915,Female,0
3916,Male,0
3917,Male,0
3918,Male,0
3919,Male,0
3920,Female,1
3921,Female,1
3922,Male,1
3923,Female,1
3924,Male,1
3925,Male,0
3926,Male,1
3927,Male,1
3928,Male,0
3929,Female,1
3930,Male,0
3931,Female,0
3932,Female,1
3933,Female,0
3934,Female,1
3935,Male,0
3936,Male,0
3937,Female,1
3938,Male,0
3939,Male,1
3940,Male,0
3941,Male,0
3942,Male,0
3943,Female,0
3944,Male,1
3945,Female,0
3946,Female,0
3947,Female,1
3948,Male,0
3949,Male,1
3950,Male,0
3951,Female,1
3952,Female,1
3953,Male,1
3954,Male,1
3955,Male,1
3956,Male,1
3957,Male,0
3958,Male,0
3959,Male,0
3960,Female,1
3961,Male,1
3962,Female,1
3963,Male,0
3964,Male,0
3965,Female,0
3966,Male,1
3967,Female,0
3968,Male,1
3969,Female,1
3970,Female,1
3971,Male,0
3972,Female,0
3973,Female,1
3974,Female,0
3975,Male,0
3976,Female,0
3977,Female,0
3978,Male,1
3979,Male,0
3980,Male,0
3981,Male,0
3982,Female,0
3983,Female,1
3984,Male,0
3985,Male,1
3986,Male,0
3987,Female,1
3988,Male,1
3989,Male,0
3990,Male,1
3991,Female,1
3992,Female,0
3993,Female,0
3994,Male,1
3995,Male,0
3996,Male,0
3997,Female,0
3998,Male,1
3999,Male,0
4000,Female,0
4001,Male,1
4002,Male,0
4003,Female,0
4004,Female,1
4005,Male,1
4006,Male,0
4007,Female,1
4008,Female,0
4009,Male,1
4010,Male,0
4011,Female,0
4012,Male,1
4013,Female,0
4014,Female,0
4015,Female,1
4016,Female,1
4017,Female,1
4018,Female,1
4019,Male,0
4020,Female,0
4021,Male,0
4022,Female,1
4023,Female,0
4024,Female,1
4025,Male,0
4026,Male,0
4027,Male,0
4028,Female,0
4029,Male,1
4030,Male,1
4031,Female,0
4032,Male,0
4033,Male,1
4034,Female,0
4035,Female,0
4036,Female,0
4037,Male,0
4038,Female,0
4039,Female,0
4040,Female,1
4041,Male,1
4042,Female,0
4043,Female,1
4044,Female,1
4045,Female,1
4046,Female,0
4047,Female,1
4048,Female,0
4049,Male,1
4050,Male,0
4051,Male,1
4052,Female,0
4053,Male,1
4054,Female,0
4055,Male,1
4056,Male,0
4057,Male,1
4058,Male,0
4059,Female,0
4060,Female,1
4061,Female,0
4062,Male,0
4063,Female,0
4064,Female,0
4065,Female,1
4066,Female,0
4067,Female,0
4068,Male,1
4069,Female,0
4070,Male,1
4071,Male,0
4072,Male,0
4073,Male,0
4074,Male,0
4075,Male,0
4076,Male,1
4077,Female,1
4078,Female,1
4079,Male,0
4080,Male,1
4081,Female,0
4082,Female,0
4083,Male,1
4084,Female,1
4085,Female,0
4086,Female,1
4087,Male,1
4088,Male,0
4089,Male,1
4090,Female,0
4091,Male,0
4092,Male,0
4093,Female,1
4094,Female,0
4095,Female,0
4096,Female,0
4097,Male,1
4098,Female,0
4099,Male,0
4100,Female,0
4101,Female,1
4102,Female,0
4103,Female,1
4104,Female,0
4105,Female,1
4106,Male,1
4107,Female,1
4108,Male,0
4109,Male,1
4110,Female,0
4111,Female,1
4112,Female,0
4113,Female,1
4114,Male,1
4115,Female,0
4116,Male,1
4117,Female,0
4118,Female,1
4119,Male,0
4120,Female,0
4121,Male,1
4122,Female,1
4123,Female,0
4124,Male,1
4125,Male,0
4126,Male,1
4127,Male,1
4128,Male,0
4129,Male,1
4130,Male,0
4131,Female,1
4132,Male,1
4133,Male,0
4134,Male,0
4135,Male,0
4136,Male,0
4137,Female,1
4138,Male,1
4139,Female,0
4140,Male,1
4141,Female,0
4142,Female,0
4143,Male,1
4144,Male,0
4145,Male,1
4146,Female,0
4147,Female,0
4148,Female,0
4149,Female,0
4150,Female,0
4151,Male,1
4152,Female,1
4153,Male,1
4154,Female,0
4155,Male,0
4156,Male,0
4157,Female,1
4158,Female,1
4159,Female,0
4160,Female,0
4161,Male,1
4162,Female,1
4163,Male,0
4164,Female,1
4165,Female,1
4166,Male,1
4167,Female,0
4168,Male,1
4169,Male,1
4170,Female,1
4171,Male,1
4172,Female,0
4173,Female,1
4174,Male,0
4175,Female,0
4176,Female,0
4177,Female,0
4178,Female,0
4179,Male,0
4180,Male,0
4181,Male,1
4182,Female,0
4183,Female,0
4184,Female,0
4185,Female,1
4186,Male,0
4187,Female,1
4188,Female,1
4189,Male,1
4190,Female,0
4191,Female,0
4192,Male,1
4193,Male,0
4194,Female,1
4195,Female,1
4196,Male,1
4197,Female,1
4198,Female,0
4199,Female,1
4200,Female,0
4201,Male,1
4202,Male,0
4203,Female,0
4204,Male,1
4205,Female,0
4206,Male,1
4207,Female,1
4208,Female,0
4209,Female,0
4210,Male,0
4211,Male,0
4212,Male,0
4213,Male,1
4214,Male,0
4215,Male,0
4216,Female,1
4217,Female,0
4218,Male,1
4219,Female,0
4220,Male,1
4221,Male,1
4222,Male,1
4223,Male,1
4224,Female,1
4225,Female,0
4226,Female,0
4227,Female,0
4228,Female,1
4229,Female,1
4230,Female,1
4231,Female,0
4232,Female,0
4233,Male,0
4234,Female,1
4235,Male,0
4236,Male,1
4237,Male,1
4238,Female,0
4239,Male,0
4240,Female,0
4241,Male,0
4242,Male,0
4243,Male,0
4244,Female,0
4245,Male,0
4246,Female,0
4247,Female,1
4248,Female,0
4249,Male,1
4250,Female,0
4251,Female,0
4252,Female,0
4253,Female,0
4254,Male,1
4255,Male,0
4256,Female,1
4257,Female,0
4258,Male,1
4259,Female,1
4260,Male,0
4261,Female,0
4262,Male,1
4263,Female,1
4264,Male,0
4265,Male,0
4266,Male,1
4267,Male,0
4268,Male,1
4269,Male,1
4270,Male,0
4271,Male,1
4272,Female,0
4273,Female,0
4274,Female,0
4275,Male,1
4276,Female,0
4277,Male,1
4278,Female,1
4279,Female,0
4280,Male,0
4281,Male,1
4282,Female,0
4283,Female,0
4284,Male,0
4285,Male,1
4286,Female,1
4287,Male,1
4288,Male,0
4289,Male,0
4290,Male,0
4291,Female,1
4292,Male,0
4293,Female,0
4294,Female,0
4295,Male,1
4296,Female,1
4297,Female,0
4298,Female,0
4299,Male,0
4300,Male,1
4301,Male,1
4302,Female,0
4303,Male,1
4304,Male,0
4305,Female,0
4306,Female,1
4307,Female,0
4308,Female,0
4309,Female,1
4310,Female,0
4311,Male,1
4312,Female,0
4313,Female,1
4314,Male,0
4315,Male,1
4316,Male,1
4317,Female,1
4318,Male,1
4319,Male,1
4320,Female,1
4321,Male,0
4322,Male,0
4323,Female,0
4324,Male,0
4325,Female,0
4326,Male,0
4327,Female,1
4328,Male,1
4329,Female,0
4330,Female,0
4331,Male,0
4332,Female,0
4333,Female,0
4334,Male,0
4335,Male,0
4336,Male,1
4337,Female,0
4338,Female,1
4339,Male,0
4340,Female,0
4341,Female,0
4342,Female,1
4343,Male,1
4344,Male,0
4345,Male,0
4346,Female,1
4347,Female,0
4348,Female,0
4349,Female,0
4350,Male,1
4351,Male,0
4352,Female,1
4353,Female,0
4354,Male,1
4355,Male,1
4356,Male,0
4357,Female,0
4358,Female,0
4359,Male,1
4360,Male,1
4361,Male,1
4362,Female,1
4363,Male,0
4364,Male,1
4365,Male,1
4366,Male,0
4367,Female,1
4368,Male,0
4369,Female,1
4370,Male,1
4371,Female,0
4372,Male,0
4373,Male,1
4374,Male,0
4375,Male,0
4376,Male,1
4377,Male,0
4378,Female,1
4379,Female,1
4380,Male,0
4381,Male,0
4382,Male,0
4383,Male,1
4384,Female,1
4385,Male,0
4386,Female,1
4387,Female,0
4388,Male,1
4389,Female,0
4390,Male,1
4391,Female,1
4392,Female,1
4393,Female,1
4394,Female,1
4395,Male,0
4396,Male,1
4397,Female,1
4398,Male,0
4399,Male,0
4400,Female,1
4401,Female,0
4402,Male,0
4403,Male,1
4404,Female,0
4405,Male,0
4406,Female,0
4407,Female,0
4408,Male,1
4409,Male,0
4410,Male,1
4411,Male,0
4412,Female,1
4413,Female,0
4414,Male,1
4415,Female,0
4416,Female,0
4417,Male,0
4418,Female,0
4419,Male,0
4420,Female,0
4421,Male,1
4422,Female,1
4423,Female,1
4424,Male,1
4425,Male,0
4426,Female,1
4427,Male,1
4428,Female,0
4429,Female,0
4430,Female,0
4431,Female,1
4432,Female,0
4433,Female,1
4434,Female,0
4435,Male,0
4436,Female,0
4437,Male,1
4438,Female,1
4439,Male,0
4440,Female,1
4441,Female,1
4442,Male,1
4443,Female,0
4444,Female,1
4445,Female,0
4446,Female,0
4447,Male,1
4448,Male,1
4449,Female,1
4450,Female,0
4451,Male,0
4452,Male,0
4453,Male,0
4454,Male,1
4455,Male,1
4456,Male,0
4457,Male,0
4458,Female,1
4459,Female,0
4460,Female,1
4461,Male,0
4462,Female,0
4463,Male,1
4464,Male,0
4465,Male,1
4466,Female,0
4467,Female,1
4468,Female,1
4469,Female,0
4470,Male,0
4471,Female,1
4472,Female,1
4473,Female,1
4474,Male,0
4475,Male,1
4476,Female,1
4477,Male,0
4478,Male,1
4479,Female,1
4480,Male,1
4481,Male,1
4482,Female,0
4483,Male,1
4484,Male,1
4485,Male,0
4486,Female,1
4487,Female,0
4488,Male,1
4489,Female,1
4490,Female,1
4491,Male,0
4492,Male,1
4493,Female,1
4494,Male,0
4495,Female,0
4496,Male,0
4497,Male,0
4498,Female,0
4499,Female,1
4500,Female,0
4501,Female,0
4502,Female,0
4503,Male,0
4504,Female,1
4505,Female,0
4506,Male,0
4507,Female,0
4508,Female,0
4509,Female,0
4510,Male,1
4511,Male,0
4512,Female,1
4513,Female,1
4514,Female,0
4515,Female,1
4516,Female,0
4517,Male,1
4518,Female,0
4519,Female,1
4520,Male,1
4521,Female,1
4522,Male,0
4523,Female,1
4524,Male,1
4525,Female,1
4526,Female,0
4527,Female,0
4528,Female,0
4529,Male,0
4530,Male,0
4531,Male,1
4532,Female,1
4533,Female,1
4534,Female,0
4535,Male,0
4536,Male,1
4537,Female,0
4538,Female,0
4539,Female,0
4540,Female,1
4541,Female,1
4542,Female,0
4543,Male,1
4544,Male,0
4545,Male,1
4546,Male,1
4547,Male,1
4548,Male,0
4549,Female,0
4550,Female,1
4551,Female,1
4552,Male,0
4553,Female,1
4554,Male,0
4555,Male,0
4556,Female,1
4557,Male,1
4558,Female,0
4559,Male,1
4560,Male,0
4561,Female,1
4562,Female,0
4563,Female,0
4564,Male,0
4565,Male,0
4566,Female,1
4567,Female,1
4568,Female,0
4569,Male,1
4570,Male,0
4571,Male,0
4572,Female,0
4573,Male,1
4574,Female,1
4575,Male,1
4576,Female,1
4577,Male,0
4578,Male,1
4579,Female,1
4580,Male,0
4581,Male,0
4582,Male,1
4583,Male,0
4584,Female,1
4585,Female,1
4586,Male,0
4587,Male,1
4588,Female,1
4589,Male,0
4590,Male,0
4591,Male,1
4592,Female,0
4593,Male,0
4594,Female,1
4595,Male,0
4596,Female,1
4597,Female,1
4598,Female,0
4599,Female,1
4600,Male,0
4601,Male,0
4602,Male,1
4603,Male,1
4604,Female,0
4605,Female,1
4606,Male,0
4607,Male,0
4608,Male,1
4609,Male,0
4610,Female,0
4611,Female,1
4612,Male,0
4613,Female,1
4614,Female,0
4615,Female,0
4616,Male,1
4617,Male,0
4618,Female,1
4619,Female,1
4620,Female,0
4621,Female,1
4622,Male,0
4623,Male,1
4624,Female,0
4625,Female,1
4626,Male,0
4627,Male,0
4628,Male,1
4629,Female,0
4630,Male,0
4631,Female,1
4632,Female,1
4633,Male,1
4634,Male,0
4635,Male,1
4636,Male,1
4637,Male,0
4638,Female,1
4639,Male,0
4640,Male,0
4641,Male,1
4642,Female,0
4643,Male,1
4644,Female,1
4645,Female,0
4646,Female,1
4647,Female,1
4648,Male,0
4649,Male,0
4650,Female,1
4651,Female,0
4652,Male,1
4653,Female,1
4654,Male,0
4655,Male,0
4656,Female,0
4657,Male,0
4658,Female,1
4659,Male,1
4660,Male,1
4661,Male,1
4662,Female,1
4663,Male,1
4664,Female,1
4665,Male,1
4666,Male,0
4667,Male,0
4668,Male,0
4669,Male,0
4670,Male,0
4671,Male,0
4672,Male,1
4673,Male,1
4674,Female,0
4675,Female,1
4676,Female,0
4677,Male,0
4678,Male,0
4679,Male,1
4680,Female,1
4681,Male,1
4682,Male,1
4683,Female,1
4684,Male,0
4685,Male,1
4686,Male,0
4687,Male,1
4688,Female,0
4689,Male,0
4690,Female,0
4691,Female,0
4692,Male,1
4693,Male,1
4694,Female,0
4695,Female,1
4696,Female,1
4697,Male,1
4698,Male,0
4699,Male,0
4700,Female,1
4701,Male,0
4702,Female,1
4703,Male,0
4704,Female,0
4705,Male,1
4706,Female,0
4707,Female,1
4708,Female,1
4709,Female,0
4710,Female,1
4711,Male,0
4712,Male,1
4713,Male,1
4714,Female,0
4715,Male,0
4716,Male,0
4717,Female,0
4718,Female,1
4719,Female,0
4720,Male,0
4721,Female,1
4722,Male,1
4723,Male,0
4724,Female,1
4725,Male,1
4726,Male,1
4727,Female,1
4728,Male,1
4729,Female,0
4730,Female,0
4731,Female,1
4732,Female,1
4733,Male,0
4734,Male,0
4735,Female,0
4736,Male,1
4737,Male,0
4738,Male,0
4739,Female,1
4740,Male,0
4741,Male,1
4742,Male,1
4743,Male,1
4744,Male,1
4745,Male,0
4746,Male,0
4747,Male,0
4748,Male,1
4749,Female,0
4750,Female,1
4751,Male,1
4752,Male,0
4753,Male,0
4754,Male,0
4755,Female,1
4756,Female,0
4757,Female,1
4758,Female,0
4759,Male,1
4760,Female,0
4761,Female,1
4762,Female,1
4763,Female,1
4764,Female,0
4765,Female,0
4766,Male,0
4767,Female,1
4768,Female,1
4769,Female,1
4770,Female,1
4771,Female,0
4772,Female,0
4773,Male,0
4774,Female,0
4775,Female,1
4776,Male,1
4777,Male,1
4778,Male,1
4779,Male,0
4780,Female,0
4781,Male,1
4782,Female,0
4783,Female,0
4784,Female,0
4785,Male,1
4786,Female,1
4787,Male,0
4788,Male,1
4789,Female,1
4790,Male,0
4791,Female,1
4792,Female,1
4793,Female,0
4794,Male,1
4795,Female,1
4796,Male,1
4797,Male,1
4798,Female,0
4799,Female,1
4800,Male,1
4801,Male,0
4802,Male,0
4803,Male,0
4804,Male,0
4805,Female,1
4806,Female,0
4807,Female,0
4808,Female,0
4809,Male,1
4810,Female,1
4811,Male,0
4812,Female,1
4813,Female,0
4814,Female,0
4815,Female,0
4816,Female,1
4817,Female,1
4818,Male,1
4819,Male,1
4820,Male,0
4821,Female,1
4822,Female,1
4823,Female,1
4824,Female,1
4825,Male,1
4826,Male,0
4827,Male,0
4828,Male,1
4829,Female,0
4830,Male,1
4831,Male,1
4832,Female,0
4833,Female,0
4834,Male,0
4835,Female,1
4836,Male,0
4837,Female,0
4838,Female,0
4839,Male,0
4840,Female,1
4841,Male,1
4842,Female,0
4843,Male,1
4844,Female,1
4845,Male,0
4846,Male,1
4847,Male,1
4848,Female,0
4849,Male,1
4850,Male,1
4851,Female,0
4852,Male,0
4853,Male,1
4854,Female,1
4855,Male,0
4856,Female,0
4857,Female,0
4858,Female,1
4859,Female,1
4860,Male,0
4861,Male,0
4862,Female,0
4863,Male,0
4864,Male,0
4865,Male,0
4866,Male,1
4867,Female,0
4868,Male,1
4869,Female,1
4870,Female,0
4871,Male,1
4872,Female,0
4873,Male,1
4874,Male,1
4875,Male,1
4876,Male,0
4877,Female,1
4878,Female,1
4879,Female,1
4880,Male,1
4881,Female,1
4882,Male,1
4883,Male,0
4884,Male,0
4885,Female,0
4886,Female,0
4887,Male,0
4888,Female,1
4889,Male,1
4890,Male,0
4891,Female,0
4892,Male,1
4893,Female,0
4894,Female,1
4895,Female,0
4896,Male,0
4897,Male,0
4898,Female,0
4899,Female,0
4900,Male,1
4901,Male,0
4902,Male,0
4903,Female,0
4904,Female,1
4905,Male,1
4906,Male,1
4907,Male,1
4908,Male,0
4909,Male,0
4910,Female,1
4911,Female,1
4912,Male,1
4913,Male,0
4914,Female,1
4915,Female,1
4916,Female,1
4917,Female,0
4918,Female,0
4919,Female,1
4920,Male,0
4921,Female,1
4922,Female,0
4923,Female,1
4924,Male,0
4925,Female,1
4926,Female,1
4927,Female,1
4928,Female,1
4929,Male,0
4930,Male,0
4931,Female,1
4932,Male,0
4933,Male,1
4934,Female,0
4935,Female,1
4936,Female,0
4937,Female,1
4938,Male,0
4939,Female,1
4940,Male,1
4941,Female,1
4942,Female,1
4943,Female,1
4944,Male,1
4945,Female,1
4946,Female,0
4947,Male,1
4948,Male,0
4949,Male,1
4950,Male,0
4951,Male,0
4952,Female,0
4953,Female,1
4954,Male,1
4955,Female,1
4956,Male,1
4957,Female,0
4958,Male,0
4959,Male,0
4960,Male,0
4961,Male,0
4962,Female,1
4963,Female,0
4964,Female,1
4965,Female,1
4966,Female,0
4967,Male,0
4968,Male,0
4969,Female,0
4970,Male,1
4971,Male,1
4972,Female,1
4973,Female,1
4974,Female,0
4975,Female,0
4976,Male,1
4977,Male,0
4978,Male,1
4979,Female,1
4980,Male,0
4981,Male,0
4982,Male,1
4983,Male,1
4984,Male,0
4985,Female,1
4986,Female,0
4987,Female,1
4988,Female,1
4989,Male,0
4990,Female,0
4991,Male,1
4992,Female,1
4993,Female,0
4994,Male,1
4995,Male,0
4996,Female,0
4997,Female,1
4998,Female,1
4999,Female,0
5000,Male,0
5001,Female,1
5002,Female,1
5003,Male,0
5004,Male,0
5005,Male,0
5006,Male,1
5007,Female,1
5008,Female,0
5009,Female,0
5010,Male,1
5011,Female,1
5012,Male,0
5013,Male,0
5014,Female,1
5015,Male,1
5016,Female,1
5017,Female,1
5018,Female,0
5019,Female,1
5020,Male,1
5021,Male,0
5022,Female,0
5023,Female,1
5024,Male,1
5025,Female,0
5026,Female,1
5027,Male,1
5028,Female,1
5029,Female,1
5030,Female,0
5031,Female,1
5032,Female,0
5033,Female,0
5034,Male,1
5035,Male,1
5036,Male,1
5037,Female,0
5038,Female,1
5039,Male,0
5040,Female,1
5041,Female,1
5042,Male,0
5043,Male,1
5044,Male,0
5045,Male,1
5046,Female,0
5047,Male,0
5048,Male,1
5049,Female,0
5050,Female,1
5051,Female,0
5052,Female,1
5053,Female,0
5054,Female,0
5055,Female,1
5056,Male,1
5057,Female,1
5058,Female,1
5059,Male,1
5060,Male,1
5061,Male,1
5062,Female,1
5063,Male,1
5064,Female,1
5065,Male,0
5066,Male,0
5067,Male,1
5068,Female,1
5069,Female,1
5070,Female,1
5071,Male,0
5072,Female,1
5073,Male,1
5074,Male,0
5075,Female,0
5076,Male,1
5077,Female,0
5078,Male,0
5079,Male,1
5080,Male,0
5081,Male,0
5082,Male,0
5083,Male,0
5084,Female,0
5085,Male,0
5086,Male,1
5087,Male,1
5088,Male,0
5089,Female,1
5090,Male,1
5091,Male,1
5092,Male,0
5093,Male,1
5094,Female,1
5095,Female,0
5096,Female,0
5097,Male,0
5098,Female,0
5099,Male,1
5100,Female,0
5101,Female,0
5102,Female,0
5103,Female,0
5104,Male,1
5105,Female,0
5106,Male,0
5107,Female,0
5108,Female,0
5109,Male,0
5110,Female,0
5111,Female,0
5112,Female,0
5113,Male,0
5114,Male,0
5115,Male,1
5116,Female,0
5117,Male,1
5118,Female,1
5119,Female,0
5120,Male,1
5121,Female,1
5122,Male,1
5123,Male,0
5124,Female,1
5125,Female,0
5126,Female,1
5127,Female,1
5128,Female,1
5129,Female,1
5130,Male,1
5131,Male,1
5132,Female,1
5133,Female,0
5134,Female,0
5135,Male,0
5136,Male,1
5137,Male,0
5138,Female,0
5139,Female,0
5140,Female,0
5141,Male,0
5142,Female,1
5143,Male,0
5144,Male,0
5145,Female,0
5146,Male,0
5147,Female,1
5148,Female,0
5149,Female,0
5150,Female,0
5151,Female,1
5152,Male,0
5153,Male,1
5154,Female,1
5155,Male,0
5156,Female,1
5157,Male,0
5158,Female,1
5159,Male,0
5160,Female,0
5161,Female,0
5162,Female,0
5163,Female,0
5164,Female,0
5165,Female,0
5166,Female,0
5167,Male,1
5168,Male,0
5169,Male,0
5170,Female,1
5171,Male,1
5172,Female,1
5173,Male,1
5174,Female,1
5175,Male,0
5176,Male,1
5177,Male,1
5178,Female,1
5179,Female,1
5180,Male,0
5181,Male,0
5182,Male,1
5183,Male,1
5184,Female,1
5185,Male,0
5186,Male,1
5187,Female,0
5188,Female,0
5189,Female,1
5190,Female,1
5191,Male,0
5192,Male,1
5193,Female,1
5194,Female,1
5195,Female,1
5196,Female,0
5197,Male,1
5198,Female,1
5199,Male,1
5200,Female,1
5201,Female,1
5202,Female,1
5203,Female,1
5204,Female,0
5205,Male,0
5206,Female,1
5207,Male,1
5208,Male,0
5209,Female,0
5210,Female,0
5211,Male,0
5212,Female,1
5213,Female,1
5214,Male,0
5215,Male,0
5216,Male,1
5217,Female,0
5218,Male,1
5219,Male,0
5220,Male,1
5221,Male,1
5222,Female,0
5223,Female,0
5224,Male,0
5225,Male,1
5226,Female,1
5227,Male,1
5228,Male,0
5229,Female,0
5230,Female,0
5231,Male,0
5232,Male,0
5233,Male,1
5234,Male,0
5235,Female,1
5236,Male,1
5237,Male,0
5238,Male,0
5239,Male,1
5240,Female,0
5241,Male,0
5242,Male,0
5243,Male,1
5244,Male,1
5245,Male,1
5246,Female,0
5247,Male,0
5248,Male,1
5249,Male,0
5250,Male,1
5251,Male,0
5252,Female,0
5253,Female,0
5254,Female,0
5255,Female,1
5256,Male,1
5257,Female,0
5258,Male,0
5259,Male,1
5260,Male,1
5261,Male,0
5262,Male,0
5263,Female,1
5264,Female,1
5265,Female,0
5266,Female,0
5267,Male,1
5268,Female,1
5269,Male,0
5270,Female,0
5271,Male,0
5272,Female,0
5273,Male,0
5274,Female,1
5275,Female,1
5276,Female,1
5277,Female,1
5278,Female,1
5279,Male,1
5280,Male,0
5281,Female,1
5282,Male,1
5283,Female,0
5284,Male,1
5285,Female,1
5286,Male,0
5287,Male,1
5288,Male,1
5289,Female,0
5290,Male,1
5291,Female,0
5292,Male,1
5293,Female,0
5294,Male,1
5295,Male,1
5296,Female,0
5297,Female,0
5298,Male,1
5299,Female,0
5300,Female,1
5301,Female,1
5302,Female,1
5303,Female,1
5304,Male,0
5305,Female,0
5306,Male,1
5307,Female,1
5308,Male,1
5309,Male,1
5310,Male,0
5311,Male,0
5312,Male,1
5313,Male,1
5314,Male,0
5315,Female,0
5316,Male,0
5317,Male,1
5318,Female,0
5319,Female,0
5320,Male,1
5321,Male,0
5322,Male,1
5323,Male,1
5324,Male,1
5325,Male,1
5326,Female,1
5327,Male,1
5328,Female,0
5329,Male,0
5330,Female,1
5331,Female,1
5332,Female,1
5333,Male,1
5334,Male,1
5335,Male,0
5336,Male,0
5337,Female,1
5338,Female,1
5339,Female,1
5340,Female,1
5341,Male,1
5342,Male,1
5343,Female,1
5344,Female,1
5345,Male,0
5346,Female,0
5347,Male,0
5348,Male,1
5349,Female,0
5350,Female,0
5351,Male,1
5352,Male,1
5353,Female,0
5354,Male,0
5355,Male,0
5356,Female,0
5357,Female,0
5358,Female,0
5359,Male,1
5360,Male,0
5361,Female,1
5362,Male,0
5363,Male,0
5364,Female,0
5365,Female,1
5366,Male,1
5367,Male,1
5368,Female,0
5369,Female,0
5370,Male,1
